,post_title,post_view,comment_num,post_date,post_datetime,pos_num,neg_num,word_num,bullish_index,snownlp
2909,请问各位大神，这个是沪深300的宽基指数？,310,3,2024-10-23,2024-10-23 22:59:00,0,0,21,0.0,0.32053878337221187
2910,华为汽车的智能座舱新龙头:瑞玛精密严重低估必将大涨！特斯拉概念+华为汽车+车联网,252,0,2024-10-23,2024-10-23 20:51:00,2,1,40,0.025,0.529065183091118
2911,$国富研究精选混合C（018342）$的选股很有一套,188,0,2024-10-23,2024-10-23 18:54:00,1,0,26,0.038461538461538464,0.9899663877330804
2912,如果跌破缺口，是长线最后的上车机会。,356,3,2024-10-23,2024-10-23 18:32:00,1,2,18,-0.05555555555555555,0.1825848578405055
2913,现在经济在慢慢变好，市场信心也随之提升啦,197,1,2024-10-23,2024-10-23 17:02:00,2,0,20,0.1,0.9948594300729724
2914,今天大盘涨得挺不错！,6744,17,2024-10-23,2024-10-23 15:28:00,0,0,10,0.0,0.9774978632904796
2915,中国版标普500来了，牛市机会，值得期待,2733,6,2024-10-23,2024-10-23 14:57:00,4,0,20,0.2,0.9970666990511354
2916,债市就像坐过山车，各类债基表现各异,330,0,2024-10-23,2024-10-23 14:48:00,0,0,17,0.0,0.9414746932728002
2917,现在债基收益靠价差，传统票息似乎退居二线,736,0,2024-10-23,2024-10-23 14:46:00,0,0,20,0.0,0.5032534537156901
2918,最近的市场波动起伏，搞得我都有点晕了！,525,0,2024-10-23,2024-10-23 14:40:00,0,1,19,-0.05263157894736842,0.38233980484152474
2919,今天若站上4000就一马平川了,234,0,2024-10-23,2024-10-23 14:30:00,0,0,15,0.0,0.8826129837027751
2920,新的发展方向！中小型的券商股即将开展大规模的开展财富管理的业务！这将给中小型的证,219,0,2024-10-23,2024-10-23 14:26:00,2,0,40,0.05,0.9985417098933947
2921,红色警戒！,117,0,2024-10-23,2024-10-23 14:15:00,0,0,5,0.0,0.5177083655059623
2922,创业板震荡上涨，别急，还有大爆发,1562,4,2024-10-23,2024-10-23 14:13:00,2,2,16,0.0,0.2684954332992008
2923,就只能硬几分钟，和基金经理差不多,112,0,2024-10-23,2024-10-23 14:12:00,0,0,16,0.0,0.07795956518762293
2924,有点牛市的味道，在分歧中慢慢上涨。,190,0,2024-10-23,2024-10-23 14:02:00,2,1,17,0.058823529411764705,0.8038210291709484
2925,拉拉格局稳住股民的心,170,0,2024-10-23,2024-10-23 13:59:00,0,0,10,0.0,0.8054747015200958
2926,LPR历史单次最大降幅后，优质债基将持续成为香饽饽！,5.1万,110,2024-10-23,2024-10-23 13:52:00,3,0,26,0.11538461538461539,0.4706251582092589
2927,散户们立即清仓逃命吧感觉大盘特别是创新创业板股肯定又继续暴跌无疑了,245,2,2024-10-23,2024-10-23 13:40:00,2,2,33,0.0,0.9420186370795154
2928,预计接下来的节奏：涨三周，跌两周，渐渐到达4000，少操作，别贪心，耐心持有。,209,1,2024-10-23,2024-10-23 13:21:00,3,2,39,0.02564102564102564,0.001787291090597276
2929,慢牛已经悄悄开始$A500指数ETF(SH560610)$,124,0,2024-10-23,2024-10-23 13:12:00,0,0,29,0.0,0.7393875153260535
2930,必须相信绩优股有第二波行情,145,0,2024-10-23,2024-10-23 12:25:00,1,0,13,0.07692307692307693,0.9694470565657783
2931,这几天都是上午涨下午跌，下午还是要小心,264,0,2024-10-23,2024-10-23 12:22:00,1,1,19,0.0,0.1306611231448297
2932,看多，慢慢涨,157,0,2024-10-23,2024-10-23 12:07:00,2,0,6,0.3333333333333333,0.9276234589513415
2933,判断中国股市大盘特别是创新创业板肯定又继续暴跌巨大阴线无疑了,182,0,2024-10-23,2024-10-23 11:08:00,2,1,30,0.03333333333333333,0.9996561707651186
2934,没有量的冲高都是耍流氓！,99,0,2024-10-23,2024-10-23 10:59:00,0,0,12,0.0,0.07024657840871829
2935,***沪深300，中午或下午，大概率回抽结束，小平台假突破，然后掉头进入下跌三浪,185,0,2024-10-23,2024-10-23 10:02:00,1,1,40,0.0,0.980066121816427
2936,涨吧，骚年，只有这一条路。,161,0,2024-10-23,2024-10-23 09:59:00,1,0,13,0.07692307692307693,0.7683195861131451
2937,散户们应该立即毫不犹豫清仓逃命，大盘肯定又继续暴跌巨大阴线无疑了,220,1,2024-10-23,2024-10-23 09:54:00,1,2,32,-0.03125,0.9760271651823145
2938,平准基金这个大饼是等不到了，我先贡献个人200块吧。,186,0,2024-10-23,2024-10-23 09:45:00,1,0,26,0.038461538461538464,0.9352158574265581
2939,深市搞测试，大牛市来了，给我全仓猛干！,196,0,2024-10-23,2024-10-23 09:45:00,1,0,19,0.05263157894736842,0.36704638809069257
2940,8000亿已经开始，且已经开始买入股票，股息率高于2.25%以上的高股息、权重等,197,0,2024-10-23,2024-10-23 04:28:00,1,0,40,0.025,0.8062336879846257
2941,连续公告签达20多亿元的巨额大合同！公司管理层极力维护公司利益不断公示:刚才签1,148,0,2024-10-23,2024-10-23 03:52:00,1,0,40,0.025,0.005515114401582366
2942,股票是今后十年最好的资产！而中小证券股更是股票里面的最优秀者连续万亿元的成交量中,188,0,2024-10-22,2024-10-22 22:13:00,1,0,40,0.025,0.9974628193316081
2943,一直很喜欢$国富研究精选混合C（018342）$的选股策略,165,0,2024-10-22,2024-10-22 18:44:00,2,0,29,0.06896551724137931,0.9981644942635762
2944,当前经济稳步回暖，美联储降息举措提振市场信心,184,0,2024-10-22,2024-10-22 18:26:00,4,0,22,0.18181818181818182,0.11582584399421803
2945,今日市场上，三大指数呈现持续波动的态势,2.4万,8,2024-10-22,2024-10-22 17:55:00,0,1,19,-0.05263157894736842,0.9987327661009217
2946,市场变动多，手上资金不敢乱动？,2.4万,8,2024-10-22,2024-10-22 17:26:00,0,0,15,0.0,0.9170063493709156
2947,A股市场最近起伏不定，很多人都不知道该如何操作,2.4万,9,2024-10-22,2024-10-22 17:20:00,0,0,23,0.0,0.37625896880435805
2948,上证指数不幸跌破3200点,2.4万,8,2024-10-22,2024-10-22 17:10:00,0,2,13,-0.15384615384615385,0.11065518651104289
2949,今天的市场三大指数低开高走，显示出良好的市场信心,2.4万,8,2024-10-22,2024-10-22 17:08:00,2,1,24,0.041666666666666664,0.9369311056964393
2950,还得是核心资产气势如虹啊,114,0,2024-10-22,2024-10-22 15:07:00,0,0,12,0.0,0.9973989587051578
2951,互换便利500亿操作来了,766,0,2024-10-22,2024-10-22 14:57:00,1,0,12,0.08333333333333333,0.9594102628984119
2952,即将面临考验，不等了，冲，这几个方向继续定投抄底,2532,5,2024-10-22,2024-10-22 14:49:00,0,0,24,0.0,0.9265905459390016
2953,LPR下调，银行利率降了不少,2.9万,8,2024-10-22,2024-10-22 14:39:00,0,1,14,-0.07142857142857142,0.3777687321684937
2954,今日开盘，港股三大指数表现不一,6549,11,2024-10-22,2024-10-22 14:33:00,0,0,15,0.0,0.9293597437827127
2955,$施罗德恒享债券C$(020043)今年以来涨幅已经有2.19%,6316,10,2024-10-22,2024-10-22 14:28:00,1,0,32,0.03125,0.7489338391989658
2956,互换便利首笔交易落地，市场资金又多了,368,0,2024-10-22,2024-10-22 14:16:00,1,0,18,0.05555555555555555,0.999527598341514
2957,有时候市场像个谜题,266,0,2024-10-22,2024-10-22 14:09:00,0,0,9,0.0,0.7894180665990754
2958,全红蝉来了，所有全红了,176,0,2024-10-22,2024-10-22 14:08:00,0,0,11,0.0,0.5467200460698647
2959,精准布局，解锁市场增长新机遇,6.4万,13,2024-10-22,2024-10-22 14:02:00,2,0,14,0.14285714285714285,0.9902685585683912
2960,信心在哪里未来在哪里为什么有做空期权呢,213,0,2024-10-22,2024-10-22 13:52:00,1,0,19,0.05263157894736842,0.955125166622106
2961,短期震荡调整，怎样把握下一波上涨契机？,5.9万,110,2024-10-22,2024-10-22 13:52:00,2,1,19,0.05263157894736842,0.8747585576288028
2962,空头又胜利了,213,0,2024-10-22,2024-10-22 13:50:00,1,0,6,0.16666666666666666,0.6836163203181703
2963,此刻，开始涨！,234,1,2024-10-22,2024-10-22 13:26:00,1,0,7,0.14285714285714285,0.9424264451088054
2964,抄底资金又来啦，A股持续走牛有望,3363,23,2024-10-22,2024-10-22 13:17:00,1,0,16,0.0625,0.5998338276671857
2965,当前是震荡洗盘阶段,115,0,2024-10-22,2024-10-22 13:11:00,0,1,9,-0.1111111111111111,0.9327062744911553
2966,华为汽车的智能座舱新龙头:瑞玛精密严重低估必将大涨！特斯拉概念+华为汽车+车联网,251,0,2024-10-22,2024-10-22 12:51:00,2,1,40,0.025,0.529065183091118
2967,经济企稳龙头企业率先反应，还是得买宽基啊，不然盈利都跑不赢市场平均水平,182,0,2024-10-22,2024-10-22 11:18:00,3,0,35,0.08571428571428572,0.13742236510985606
2968,空头很狂，打爆空头,208,2,2024-10-22,2024-10-22 10:55:00,0,0,9,0.0,0.19683838487808225
2969,互换便利肯定会猛冲一波，拿到最低筹码，越往后筹码越贵。,186,0,2024-10-22,2024-10-22 10:34:00,2,1,27,0.037037037037037035,0.9972104158196524
2970,成交量不给力，下午回调是大概率，今天股票的T放久贵久的。[满仓][上涨][胜利],263,4,2024-10-22,2024-10-22 10:30:00,2,2,40,0.0,0.10409923556302836
2971,两天拉涨300点，10月砸盘期权空头就收拾完了。,189,1,2024-10-22,2024-10-22 09:53:00,1,0,24,0.041666666666666664,0.20785666953298065
2972,新的涨价概念龙头！股价仅8元却全球市占率13%前列、中国前三！即将掀起连续涨停！,177,0,2024-10-22,2024-10-22 09:26:00,3,0,40,0.075,0.8918835794832332
2973,跑！昨日美元大涨！跑跑跑！,307,13,2024-10-22,2024-10-22 08:24:00,1,0,13,0.07692307692307693,0.8666272479870697
2974,判断今天中国股市大盘肯定高开高走大涨大阳线千股涨涨停板发大财无疑了散户们应该冲高,317,0,2024-10-22,2024-10-22 08:14:00,4,0,40,0.1,0.9994035745920961
2975,沪深300各股平均市盈率20倍，银行股市盈率不足5倍，银行股赚的不是钱？,507,5,2024-10-22,2024-10-22 07:41:00,0,1,36,-0.027777777777777776,0.017428104314106463
2976,华为概念股的新龙头！连续公告签达20多亿元的巨额大合同！公司管理层极力维护公司利,235,0,2024-10-22,2024-10-22 04:31:00,1,0,40,0.025,0.011637374035254888
2977,突发，几个新消息，中信大减仓，或影响后市，赶紧来提醒大家,4264,11,2024-10-22,2024-10-22 03:13:00,0,0,28,0.0,0.4380167665408603
2978,周二中国股市大盘肯定又继续高开高走大涨大阳线千股涨涨停板发大财无疑了散户们敲锣打,143,0,2024-10-21,2024-10-21 23:58:00,4,0,40,0.1,0.9951427791493963
2979,世界500强企业，几千亿就这样没了，华信国际,181,0,2024-10-21,2024-10-21 20:41:00,0,0,22,0.0,0.8535495521870257
2980,今年$国富基本面优选混合A(008515)$翻红,212,0,2024-10-21,2024-10-21 18:26:00,2,0,24,0.08333333333333333,0.8843202388856458
2981,紧抓A股核心资产，配置工具“迎新”！,3.4万,104,2024-10-21,2024-10-21 17:34:00,0,0,18,0.0,0.9838625120147853
2982,这个强度不错,217,0,2024-10-21,2024-10-21 17:30:00,1,0,6,0.16666666666666666,0.9178527088510089
2983,上周，大A走出先抑后扬的走势,7386,12,2024-10-21,2024-10-21 17:22:00,0,0,14,0.0,0.7683611727301444
2984,上周，大A走出先抑后扬的走势，科技风格带领主要指数普遍上涨,613,0,2024-10-21,2024-10-21 17:15:00,2,0,29,0.06896551724137931,0.874346747831869
2985,A股大牛市赚大钱,152,0,2024-10-21,2024-10-21 15:53:00,2,0,8,0.25,0.4213871301948401
2986,更宽、更新、更强的中证A500指数,128,0,2024-10-21,2024-10-21 15:41:00,1,0,17,0.058823529411764705,0.7057610076898867
2987,市场资金“加油”，股市不敢上车？,1825,13,2024-10-21,2024-10-21 15:29:00,1,0,16,0.0625,0.9981544229611714
2988,降息双重利好，股市有机会,2003,11,2024-10-21,2024-10-21 15:26:00,2,0,12,0.16666666666666666,0.9224690581265469
2989,开盘情绪略微平淡,2051,14,2024-10-21,2024-10-21 15:14:00,0,0,8,0.0,0.8392647729419164
2990,今日股市一如既往地开盘震荡整理,2147,12,2024-10-21,2024-10-21 15:12:00,0,1,15,-0.06666666666666667,0.9963811683299661
2991,市场资金加速进场，股市波动机会多,667,0,2024-10-21,2024-10-21 15:06:00,1,1,16,0.0,0.999129288156498
2992,存款利率全线下调，LPR也快降,308,0,2024-10-21,2024-10-21 15:02:00,0,1,15,-0.06666666666666667,0.7233378323266848
2993,新能源产业越滚越大,430,1,2024-10-21,2024-10-21 14:52:00,0,0,9,0.0,0.256348571001613
2994,新的并购重组且注入优质资产的新龙头:吸收合并盛锦新材！增资联盛经贸2亿元！液流电,200,0,2024-10-21,2024-10-21 14:18:00,1,0,40,0.025,0.7214323662329788
2995,没必要为了交割打压信心,187,0,2024-10-21,2024-10-21 14:13:00,1,1,11,0.0,0.714565212686336
2996,这指数也是人啊？,172,0,2024-10-21,2024-10-21 13:50:00,0,0,8,0.0,0.6764414114588077
2997,市场波动中，如何发现并把握那些隐藏的增长机会？,3.5万,118,2024-10-21,2024-10-21 13:48:00,3,2,23,0.043478260869565216,0.9992510907652674
2998,跑步进场吧，骚年们！,195,0,2024-10-21,2024-10-21 13:04:00,0,0,10,0.0,0.5486976325915107
2999,大盘股搭台，小盘股唱戏,129,0,2024-10-21,2024-10-21 12:27:00,0,0,11,0.0,0.31671892352731235
3000,再也回不去近期的低点了。牛市开启。,353,2,2024-10-21,2024-10-21 12:02:00,2,0,17,0.11764705882352941,0.4089519650063186
3001,2024年10月21日，大A震荡上行！今天卖了5万份额华夏，3.2万份富国，4.,586,8,2024-10-21,2024-10-21 11:48:00,2,1,40,0.025,0.32061363987742986
3002,中线第一目标位：5400点。长线筹码锁湿。,208,0,2024-10-21,2024-10-21 11:30:00,1,0,21,0.047619047619047616,0.630523204559697
3003,涨的没A500多，跌起来却比他多，麻了,188,0,2024-10-21,2024-10-21 11:08:00,1,1,19,0.0,0.33722776158317636
3004,今天应该涨啊,189,0,2024-10-21,2024-10-21 10:58:00,1,0,6,0.16666666666666666,0.6944444444444444
3005,周末利好接踵而来，巨量资金有望狙击这一板块，机不可失！,3.4万,44,2024-10-21,2024-10-21 10:51:00,2,0,27,0.07407407407407407,0.9551143775732571
3006,冲鸭。冲鸭。吹响冲锋的号角娃。,187,2,2024-10-21,2024-10-21 10:29:00,2,0,15,0.13333333333333333,0.38104089630888704
3007,开盘才40分钟，好漫长的四十分钟，感觉过了好久，已经走完几轮牛熊……,228,1,2024-10-21,2024-10-21 10:11:00,0,0,34,0.0,0.699352741267145
3008,补缺口,208,2,2024-10-21,2024-10-21 10:00:00,0,0,3,0.0,0.5169473173782285
3009,同意的点赞！,159,0,2024-10-21,2024-10-21 09:58:00,2,0,6,0.3333333333333333,0.979060214965786
3010,华为汽车的智能座舱龙头:瑞玛精密严重低估必将大涨！特斯拉概念+华为汽车+车联网！,106,0,2024-10-21,2024-10-21 09:43:00,3,1,40,0.05,0.40599728332021134
3011,别撑着了，快回3000点吧,201,1,2024-10-21,2024-10-21 09:36:00,0,0,13,0.0,0.49034807661937063
3012,真是市场啊,85,0,2024-10-21,2024-10-21 09:36:00,0,0,5,0.0,0.69811320754717
3013,真是市场啊,77,0,2024-10-21,2024-10-21 09:36:00,0,0,5,0.0,0.69811320754717
3014,笑死，根本拉不动,177,0,2024-10-21,2024-10-21 09:36:00,0,1,8,-0.125,0.25743509301863066
3015,实质性利好：最快下月中国的国际贸易和进出口的价格与收益，受美元的影响，将会越来越,326,2,2024-10-20,2024-10-20 19:23:00,1,0,40,0.025,0.8818405861774155
3016,厉害,115,0,2024-10-20,2024-10-20 10:31:00,1,0,2,0.5,0.35964912280701733
3017,股票？！古董？！,209,0,2024-10-19,2024-10-19 22:16:00,0,0,8,0.0,0.365468397402988
3018,这第一波行情已经牛市走一半了，现在是调整。明年第二波行情在走一半牛市就结束，之后,349,1,2024-10-19,2024-10-19 13:38:00,2,0,40,0.05,0.9999841254551046
3019,中共中央办公厅 国务院办公厅印发《关于解决拖欠企业账款问题的意见》,264,0,2024-10-19,2024-10-19 00:23:00,1,2,33,-0.030303030303030304,0.08181411942857963
3020,指数周涨幅0.98%，活跃资金流入增幅5.67%。想不到市场会以这样豪横的形式反,373,7,2024-10-18,2024-10-18 22:25:00,2,0,40,0.05,0.9905933783204445
3021,小猪收益率新高了，今天分析指数的时候，发现了即将走牛的一种可能性，看看有没有道理,458,0,2024-10-18,2024-10-18 20:22:00,2,0,40,0.05,0.9944348089344752
3022,金融强国、打造中国高盛！中小券商并购重组获得管理层大力支持将成为节后第二波的新龙,282,0,2024-10-18,2024-10-18 19:27:00,1,0,40,0.025,0.9999095192792434
3023,互换便利并不能换掉炒股亏损风险...,344,1,2024-10-18,2024-10-18 18:07:00,1,3,18,-0.1111111111111111,0.06921729072221627
3024,多重利好来袭，牛市来了，机会涌现,1974,9,2024-10-18,2024-10-18 17:12:00,4,0,16,0.25,0.6093803767101259
3025,通过沪深300etf让我真正学会了怎么低买高卖哈哈哈,222,0,2024-10-18,2024-10-18 16:39:00,1,0,26,0.038461538461538464,0.9855524515994808
3026,瑞玛精密，以其卓越的产品品质和市场表现，赢得了业界的广泛赞誉。该公司定位于精密智,298,0,2024-10-18,2024-10-18 16:08:00,5,0,40,0.125,0.9050406927992822
3027,在当前经济环境中，让原本依赖存款投资者感到无奈,3999,10,2024-10-18,2024-10-18 15:29:00,0,2,23,-0.08695652173913043,0.9993994872705552
3028,$施罗德恒享债券 C$（020043)的表现让人放心,750,0,2024-10-18,2024-10-18 15:28:00,1,0,26,0.038461538461538464,0.9717704110140872
3029,莫慌，下周有的是上车机会。,256,0,2024-10-18,2024-10-18 15:28:00,1,0,13,0.07692307692307693,0.7532519179605497
3030,这只债券表现让人满意,359,0,2024-10-18,2024-10-18 15:22:00,1,0,10,0.1,0.5709858267513355
3031,最近看了一圈基金,524,1,2024-10-18,2024-10-18 15:16:00,0,0,8,0.0,0.7740764439188096
3032,$A500指数ETF(SH560610)$中证A500和沪深300啥区别呢?,151,0,2024-10-18,2024-10-18 15:13:00,0,0,38,0.0,0.8921655759298863
3033,多家银行宣布下调存款利率,4180,11,2024-10-18,2024-10-18 15:07:00,0,1,12,-0.08333333333333333,0.7939530808835248
3034,存款利率的消息，无疑为债券市场注入了一剂强心针,4111,12,2024-10-18,2024-10-18 15:01:00,0,0,23,0.0,0.9918557843402369
3035,新能源科技的发展正成为一大亮点,4667,14,2024-10-18,2024-10-18 14:51:00,1,0,15,0.06666666666666667,0.8212447178236242
3036,本周低吸节奏还是不错十一长假一片火热节后直接一盆冷水冷静了前两天都悲观了可是正常,274,0,2024-10-18,2024-10-18 14:51:00,4,2,40,0.05,0.7687235441216106
3037,$施罗德中国动力股票A$（020236）最近的表现还算稳健,4143,11,2024-10-18,2024-10-18 14:49:00,2,0,29,0.06896551724137931,0.9576801032502219
3038,4000点,147,0,2024-10-18,2024-10-18 14:37:00,0,0,5,0.0,0.8846920051706203
3039,A股震荡调整，投资新方向何在？,4.6万,122,2024-10-18,2024-10-18 14:35:00,0,1,15,-0.06666666666666667,0.8700156089345581
3040,牛市憋不住的。长线暂时先看到5400点。,244,0,2024-10-18,2024-10-18 14:35:00,1,0,20,0.05,0.28302235449921576
3041,老乡别走是否再次好用,251,0,2024-10-18,2024-10-18 14:13:00,0,0,10,0.0,0.26389190149009034
3042,牛市不会缺席，只会知道。长线筹码锁湿。,273,0,2024-10-18,2024-10-18 14:07:00,1,1,19,0.0,0.4517310284256256
3043,弃上证，跟创业才是王道。,274,0,2024-10-18,2024-10-18 13:34:00,1,0,12,0.08333333333333333,0.910518226988265
3044,成长走强的行情，沪深300就跑不过A500了,360,1,2024-10-18,2024-10-18 13:24:00,2,0,22,0.09090909090909091,0.9993596297062661
3045,今天期货交割，打爆空狗！！！,274,0,2024-10-18,2024-10-18 13:23:00,0,0,14,0.0,0.10819803790257287
3046,大A中，中证A500指数应该是最均衡的指数了,160,0,2024-10-18,2024-10-18 13:05:00,1,0,22,0.045454545454545456,0.9957146624517603
3047,这指数也他拉胯了吧，早知道昨天转回半导体北证50了。,244,0,2024-10-18,2024-10-18 13:03:00,0,0,26,0.0,0.8551645393254506
3048,这指数也太了吧，早知道昨天满7天转回半导体北证50了。,241,1,2024-10-18,2024-10-18 13:02:00,0,0,27,0.0,0.4980397945410411
3049,华为智能座舱的龙头:瑞玛精密严重低估必将大涨！特斯拉概念+华为汽车+车联网！连续,591,0,2024-10-18,2024-10-18 11:52:00,3,1,40,0.05,0.7984341687461408
3050,华为智能座舱的龙头:瑞玛精密必将大涨！特斯拉概念+华为汽车+车联网！连续签巨额订,328,0,2024-10-18,2024-10-18 11:41:00,3,0,40,0.075,0.16918684649561455
3051,一步一步的扶下去,204,0,2024-10-18,2024-10-18 11:12:00,0,0,8,0.0,0.9800130474713501
3052,今天(10月18日)，人民银行按照贷款本金的100%提供再贷款支持。再贷款首期额,340,0,2024-10-18,2024-10-18 11:06:00,1,0,40,0.025,0.023012163442985845
3053,半导体散户在接盘。人性啊。,196,0,2024-10-18,2024-10-18 10:56:00,0,0,13,0.0,0.9429171622329187
3054,要2600了,203,0,2024-10-18,2024-10-18 10:53:00,0,0,6,0.0,0.5
3055,打爆空狗,158,1,2024-10-18,2024-10-18 10:39:00,0,0,4,0.0,0.1756765254466678
3056,要翻倍了，时间就是今天发的新闻。三年内。,233,1,2024-10-18,2024-10-18 10:36:00,1,0,20,0.05,0.3933985522368306
3057,布置工作，打爆空头,204,1,2024-10-18,2024-10-18 10:36:00,0,0,9,0.0,0.3894554478799803
3058,给基民希望与信任拉起来,195,0,2024-10-18,2024-10-18 10:11:00,2,0,11,0.18181818181818182,0.6305824543478762
3059,高空跳伞啊，比跳水还牛13,187,0,2024-10-18,2024-10-18 10:05:00,0,1,13,-0.07692307692307693,0.47877473837336093
3060,$沪深300(SH000300)$,144,0,2024-10-18,2024-10-18 09:58:00,0,0,17,0.0,0.826668660992371
3061,冲高回落，诱多,257,1,2024-10-18,2024-10-18 09:54:00,0,1,7,-0.14285714285714285,0.7846179514034324
3062,交战很激烈,145,0,2024-10-18,2024-10-18 09:45:00,0,2,5,-0.4,0.27820415293558776
3063,涨一天行吗[怒],240,1,2024-10-18,2024-10-18 09:45:00,1,0,8,0.125,0.41148505284683734
3064,好消息不断！连续公告签达20多亿元的巨额大合同！公司管理层极力维护公司利益不断友,198,0,2024-10-18,2024-10-18 09:40:00,2,0,40,0.05,0.02297343324550538
3065,3100见,139,0,2024-10-18,2024-10-18 09:34:00,0,0,5,0.0,0.3609790547308728
3066,补缺口了,140,0,2024-10-18,2024-10-18 09:27:00,0,0,4,0.0,0.5169473173782285
3067,连续公告签达20多亿元的巨额大合同！公司管理层极力维护公司利益不断公示:刚才签1,139,0,2024-10-18,2024-10-18 05:24:00,1,0,40,0.025,0.005515114401582366
3068,二三四五六线城市的银行，每一个手里都是一堆住宅，各个地方的银行系统资金，全空。必,243,0,2024-10-17,2024-10-17 23:48:00,0,0,40,0.0,0.19710323361796545
3069,沪深300最公平，就是中国最牛300强！,225,0,2024-10-17,2024-10-17 18:14:00,2,0,20,0.1,0.8263320366815863
3070,智能座舱的龙头瑞玛精密必将大涨：特斯拉概念+华为汽车+车联网！连续签巨额订单！助,248,0,2024-10-17,2024-10-17 17:58:00,3,0,40,0.075,0.3042812436110469
3071,$A500指数ETF(SH560610)$我认为中证A500ETF的分红,174,0,2024-10-17,2024-10-17 17:06:00,0,0,36,0.0,0.722069905505863
3072,泸深300，只买不卖，记住，只买不卖。不要出现任何一个卖点。,350,0,2024-10-17,2024-10-17 16:48:00,0,0,30,0.0,0.12526109162641874
3073,不会最近的前低。这波回调结束后，就是牛市真正的开启。永远只考虑买。,317,2,2024-10-17,2024-10-17 16:44:00,2,1,33,0.030303030303030304,0.8474865189994731
3074,这一笔的力度很大。无论怎么调整，不会跌破前期的低点。,179,0,2024-10-17,2024-10-17 16:28:00,0,1,26,-0.038461538461538464,0.2532879734989404
3075,现在的行情也不追求暴涨了,718,0,2024-10-17,2024-10-17 16:03:00,2,0,12,0.16666666666666666,0.9255889340082374
3076,步步为营，涨得不快但稳！喜欢低风险投资的小伙伴们,347,0,2024-10-17,2024-10-17 16:00:00,1,1,24,0.0,0.9971521450090279
3077,刚刚看到$施罗德中国动力股票A$（020236）,323,0,2024-10-17,2024-10-17 15:57:00,1,0,24,0.041666666666666664,0.8796560064502359
3078,$感觉施罗德恒享债券C$（020043)真是给了我十足的安全感,2338,10,2024-10-17,2024-10-17 15:45:00,0,0,31,0.0,0.9198599494215776
3079,$施罗德恒享债券C$（020043)真的感觉很踏实,2402,11,2024-10-17,2024-10-17 15:41:00,1,0,25,0.04,0.9228369498942997
3080,“稳”字当头！,2655,12,2024-10-17,2024-10-17 15:40:00,0,0,7,0.0,0.6984161398284205
3081,如果你是那种喜欢长期稳扎稳打的投资风格,2505,10,2024-10-17,2024-10-17 15:30:00,1,0,19,0.05263157894736842,0.989938478830119
3082,$施罗德中国动力股票A$（020236）对于那些更看重长期收益的朋友来说,2396,12,2024-10-17,2024-10-17 15:29:00,2,0,36,0.05555555555555555,0.993772534211891
3083,A股最好的卖出时间是昨天，其次是现在,359,4,2024-10-17,2024-10-17 14:55:00,1,0,18,0.05555555555555555,0.5859011647939272
3084,最后几分钟能不能涨,217,0,2024-10-17,2024-10-17 14:54:00,1,1,9,0.0,0.43350279762447264
3085,放量下跌，不装了，明天直接低开低走！,244,1,2024-10-17,2024-10-17 14:52:00,0,2,18,-0.1111111111111111,0.031960145453735045
3086,$给你们一个逃命的机会，不然我买一手就能让证券银行保险全线暴跌，指数分分钟回到2,139,1,2024-10-17,2024-10-17 14:52:00,1,2,40,-0.025,0.13720554755252834
3087,都不知道跌到什么时候是个头啊,234,2,2024-10-17,2024-10-17 14:49:00,0,1,14,-0.07142857142857142,0.11688407001345824
3088,……,78,0,2024-10-17,2024-10-17 14:46:00,0,0,2,0.0,0.6382252559726964
3089,全球都在找核心资产，来看看中国动力几何？,4.3万,135,2024-10-17,2024-10-17 14:43:00,1,0,20,0.05,0.9980752129506036
3090,是全市场前300家，可能做不到雨露均沾，还得是，吃到每个行业上升的红利,151,0,2024-10-17,2024-10-17 14:41:00,2,0,35,0.05714285714285714,0.5722570280100733
3091,还不跑？每天拉高出货,192,1,2024-10-17,2024-10-17 14:36:00,1,0,10,0.1,0.39630793216992455
3092,不要抱任何的期望,180,1,2024-10-17,2024-10-17 14:25:00,1,0,8,0.125,0.6244316810745123
3093,给我顶住！！！,140,0,2024-10-17,2024-10-17 14:22:00,0,0,7,0.0,0.03236336621009639
3094,下个月见3200[大笑][大笑],125,0,2024-10-17,2024-10-17 14:19:00,2,0,16,0.125,0.7262198497502885
3095,判断最后1分钟逃命机会散户们1分钟立刻毫不犹豫清仓完毕逃命吧,152,1,2024-10-17,2024-10-17 14:16:00,1,2,30,-0.03333333333333333,0.57621169146608
3096,散户都在想，顶住啊，呵呵，问题是谁哈不拉几去给你给你哈，再不醒醒，2600了,176,1,2024-10-17,2024-10-17 13:52:00,0,1,38,-0.02631578947368421,0.038205617467895525
3097,诱多完毕，让暴风雨来得更猛烈些吧,194,1,2024-10-17,2024-10-17 13:44:00,0,2,16,-0.125,0.9381546045739937
3098,还红着好厉害,122,0,2024-10-17,2024-10-17 13:42:00,1,0,6,0.16666666666666666,0.5809639796323463
3099,沪深300今天好差,129,0,2024-10-17,2024-10-17 13:06:00,0,0,9,0.0,0.4986832831177842
3100,市场行情迎来回调,113,0,2024-10-17,2024-10-17 13:01:00,0,1,8,-0.125,0.5260140143150861
3101,中证1000涨得比沪深300好[为什么][为什么][为什么],147,0,2024-10-17,2024-10-17 11:54:00,0,0,30,0.0,0.975241233505449
